,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,p_last,p_size,p_bid,p_ask
2023-10-02,SPX,4298.31,2023-10-03,Daily,0.6,4340.0,41.69,0.01,0.4382,0.00063,33.55179,-2.87277,0.0,0.38084,220.0,2150.13,6 x 6,1986.85,2326.83,-0.5618,0.00063,33.55179,-2.99096,-1.59792,0.39822,218.0,2165.88,1 x 18,2024.53,2317.1
2023-10-02,SPX,4298.31,2023-10-03,Daily,0.6,4345.0,46.69,0.011,0.43087,0.00057,33.55179,-3.20607,0.0,0.42503,160.0,2150.59,3 x 5,1985.93,2328.9,-0.56913,0.00057,33.55179,-3.3244,-1.78932,0.44682,185.0,2171.31,3 x 14,2031.0,2321.32
2023-10-02,SPX,4298.31,2023-10-03,Daily,0.6,4350.0,51.69,0.012,0.42358,0.00052,33.55179,-3.5771,0.0,0.47421,198.0,2151.12,10 x 6,1985.09,2331.04,-0.57642,0.00052,33.55179,-3.69556,-1.98037,0.50093,220.0,2176.81,5 x 19,2037.54,2325.61
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4200.0,-98.31,-0.023,0.55991,7e-05,81.66011,-3.6692,8.73615,1.18388,130.0,2163.94,9 x 14,2012.95,2326.26,-0.44009,7e-05,81.66011,-3.7802,-0.0,1.28054,152.0,1917.15,6 x 16,1763.72,2083.92
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4210.0,-88.31,-0.021,0.55386,9e-05,81.66011,-3.09078,7.87353,0.99725,145.0,2161.93,5 x 2,2009.95,2325.4,-0.44614,9e-05,81.66011,-3.20205,-0.0,1.07525,162.0,1924.78,6 x 4,1771.73,2091.05
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4220.0,-78.31,-0.018,0.5478,0.0001,81.66011,-2.57436,7.00438,0.83063,138.0,2160.03,8 x 5,2007.06,2324.67,-0.4522,0.0001,81.66011,-2.68588,-0.0,0.89196,138.0,1932.53,8 x 3,1779.85,2098.3
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4230.0,-68.31,-0.016,0.54173,0.00013,81.66011,-2.11991,6.12894,0.684,145.0,2158.25,10 x 7,2004.27,2324.06,-0.45827,0.00013,81.66011,-2.23171,-0.0,0.73067,160.0,1940.39,3 x 7,1788.1,2105.66
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4240.0,-58.31,-0.014,0.53564,0.00016,81.66011,-1.72746,5.24744,0.55737,127.0,2156.58,1 x 20,2001.59,2323.57,-0.46436,0.00016,81.66011,-1.83951,-0.0,0.59137,121.0,1948.37,7 x 4,1796.45,2113.13
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4250.0,-48.31,-0.011,0.52955,0.0002,81.66011,-1.39698,4.36015,0.45074,155.0,2155.02,10 x 16,1999.01,2323.21,-0.47045,0.0002,81.66011,-1.50931,-0.0,0.47408,127.0,1956.46,10 x 19,1804.93,2120.71
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4260.0,-38.31,-0.009,0.52344,0.00024,81.66011,-1.1285,3.46732,0.36411,136.0,2153.59,2 x 13,1996.55,2322.98,-0.47656,0.00024,81.66011,-1.24108,-0.0,0.37879,149.0,1964.67,5 x 3,1813.52,2128.41
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4270.0,-28.31,-0.007,0.51733,0.0003,81.66011,-0.922,2.56921,0.29749,141.0,2152.26,5 x 10,1994.19,2322.86,-0.48267,0.0003,81.66011,-1.03485,-0.0,0.3055,153.0,1972.99,6 x 14,1822.24,2136.22
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4280.0,-18.31,-0.004,0.51121,0.00036,81.66011,-0.77749,1.66609,0.25086,123.0,2151.06,9 x 10,1991.95,2322.88,-0.48879,0.00036,81.66011,-0.8906,-0.0,0.25421,125.0,1981.43,5 x 3,1831.07,2144.15
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4290.0,-8.31,-0.002,0.50509,0.00041,81.66011,-0.69496,0.75822,0.22423,119.0,2149.97,4 x 7,1989.81,2323.02,-0.49491,0.00041,81.66011,-0.80834,-0.0,0.22492,163.0,1989.99,9 x 7,1840.02,2152.19
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4300.0,1.69,0.0,0.49897,0.00042,81.66011,-0.67442,0.0,0.2176,161.0,2149.0,4 x 11,1987.79,2323.29,-0.50103,0.00042,81.66011,-0.78806,-0.15414,0.21763,122.0,1998.67,5 x 6,1849.09,2160.35
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4310.0,11.69,0.003,0.49285,0.0004,81.66011,-0.71586,0.0,0.23098,112.0,2148.15,9 x 8,1985.88,2323.69,-0.50715,0.0004,81.66011,-0.82977,-1.07069,0.23234,150.0,2007.47,2 x 14,1858.28,2168.63
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4320.0,21.69,0.005,0.48672,0.00035,81.66011,-0.81929,0.0,0.26435,137.0,2147.42,9 x 13,1984.08,2324.21,-0.51328,0.00035,81.66011,-0.93346,-1.99118,0.26905,154.0,2016.38,6 x 14,1867.59,2177.03
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4330.0,31.69,0.007,0.48061,0.0003,81.66011,-0.98471,0.0,0.31772,127.0,2146.8,5 x 5,1982.39,2324.85,-0.51939,0.0003,81.66011,-1.09915,-2.91532,0.32776,163.0,2025.41,1 x 17,1877.01,2185.54
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4340.0,41.69,0.01,0.4745,0.00024,81.66011,-1.21211,0.0,0.39109,142.0,2146.31,2 x 18,1980.81,2325.63,-0.5255,0.00024,81.66011,-1.32681,-3.84283,0.40847,152.0,2034.56,8 x 14,1886.56,2194.17
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4350.0,51.69,0.012,0.4684,0.0002,81.66011,-1.5015,0.0,0.48446,114.0,2145.93,2 x 15,1979.35,2326.53,-0.5316,0.0002,81.66011,-1.61646,-4.77343,0.51118,138.0,2043.83,8 x 11,1896.23,2202.92
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4360.0,61.69,0.014,0.4623,0.00016,81.66011,-1.85287,0.0,0.59784,162.0,2145.67,4 x 5,1978.0,2327.56,-0.5377,0.00016,81.66011,-1.9681,-5.70685,0.63589,129.0,2053.22,2 x 19,1906.02,2211.79
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4370.0,71.69,0.017,0.45622,0.00013,81.66011,-2.26623,0.0,0.73121,156.0,2145.53,10 x 4,1976.76,2328.71,-0.54378,0.00013,81.66011,-2.38173,-6.64278,0.7826,141.0,2062.73,2 x 11,1915.93,2220.77
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4380.0,81.69,0.019,0.45015,0.00011,81.66011,-2.74158,0.0,0.88458,109.0,2145.51,9 x 12,1975.64,2329.99,-0.54985,0.00011,81.66011,-2.85734,-7.58096,0.95131,154.0,2072.35,1 x 16,1925.95,2229.88
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4390.0,91.69,0.021,0.4441,9e-05,81.66011,-3.27891,0.0,1.05795,116.0,2145.61,5 x 3,1974.62,2331.39,-0.5559,9e-05,81.66011,-3.39494,-8.5211,1.14202,152.0,2082.09,7 x 9,1936.09,2239.1
2023-10-02,SPX,4298.31,2023-10-06,Weekly,3.6,4400.0,101.69,0.024,0.43806,8e-05,81.66011,-3.87823,0.0,1.25133,123.0,2145.82,3 x 5,1973.73,2332.92,-0.56194,8e-05,81.66011,-3.99452,-9.46291,1.35473,132.0,2091.95,5 x 5,1946.36,2248.44
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4100.0,-198.31,-0.046,0.55327,1e-05,185.42283,-5.69477,33.72976,4.17221,25.0,2196.79,7 x 2,1995.87,2417.95,-0.44673,1e-05,185.42283,-5.78803,-0.0,4.56549,24.0,1302.62,2 x 9,1172.13,1447.64
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4125.0,-173.31,-0.04,0.5466,1e-05,185.42283,-4.42666,29.68403,3.24314,25.0,2189.86,8 x 16,1988.36,2411.77,-0.4534,1e-05,185.42283,-4.52049,-0.0,3.54352,23.0,1316.45,10 x 8,1185.28,1462.12
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4150.0,-148.31,-0.035,0.53991,2e-05,185.42283,-3.32916,25.57601,2.43907,24.0,2183.18,8 x 1,1981.1,2405.89,-0.46009,2e-05,185.42283,-3.42356,-0.0,2.65904,34.0,1330.53,7 x 4,1198.69,1476.88
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4175.0,-123.31,-0.029,0.5332,2e-05,185.42283,-2.40228,21.40704,1.76,29.0,2176.78,3 x 3,1974.08,2400.29,-0.4668,2e-05,185.42283,-2.49725,-0.0,1.91206,26.0,1344.88,10 x 8,1212.35,1491.9
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4200.0,-98.31,-0.023,0.52649,3e-05,185.42283,-1.64601,17.1785,1.20593,24.0,2170.64,2 x 8,1967.32,2394.98,-0.47351,3e-05,185.42283,-1.74155,-0.0,1.30259,34.0,1359.5,10 x 6,1226.27,1507.21
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4225.0,-73.31,-0.017,0.51976,5e-05,185.42283,-1.06036,12.89183,0.77686,28.0,2164.77,9 x 13,1960.81,2389.96,-0.48024,5e-05,185.42283,-1.15647,-0.0,0.83061,25.0,1374.39,10 x 1,1240.45,1522.79
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4250.0,-48.31,-0.011,0.51303,8e-05,185.42283,-0.64533,8.54851,0.47279,30.0,2159.18,10 x 7,1954.55,2385.24,-0.48697,8e-05,185.42283,-0.742,-0.0,0.49613,33.0,1389.55,10 x 10,1254.9,1538.66
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4275.0,-23.31,-0.005,0.50629,0.00014,185.42283,-0.40091,4.15007,0.29372,25.0,2153.86,7 x 15,1948.55,2380.82,-0.49371,0.00014,185.42283,-0.49816,-0.0,0.29916,26.0,1404.99,7 x 13,1269.62,1554.81
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4300.0,1.69,0.0,0.49955,0.00017,185.42283,-0.32711,0.0,0.23965,31.0,2148.83,6 x 5,1942.8,2376.7,-0.50045,0.00017,185.42283,-0.42492,-0.30192,0.23968,35.0,1420.71,5 x 12,1284.61,1571.24
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4325.0,26.69,0.006,0.4928,0.00013,185.42283,-0.42393,0.0,0.31058,24.0,2144.07,8 x 13,1937.32,2372.88,-0.5072,0.00013,185.42283,-0.52231,-4.80584,0.31771,31.0,1436.71,10 x 20,1299.86,1587.97
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4350.0,51.69,0.012,0.48607,8e-05,185.42283,-0.69136,0.0,0.50651,26.0,2139.59,9 x 12,1932.1,2369.37,-0.51393,8e-05,185.42283,-0.79031,-9.36006,0.53323,24.0,1452.99,4 x 11,1315.39,1604.98
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4375.0,76.69,0.018,0.47933,5e-05,185.42283,-1.1294,0.0,0.82745,30.0,2135.4,3 x 7,1927.14,2366.16,-0.52067,5e-05,185.42283,-1.22892,-13.96288,0.88625,28.0,1469.55,4 x 5,1331.2,1622.29
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4400.0,101.69,0.024,0.47261,3e-05,185.42283,-1.73807,0.0,1.27338,29.0,2131.49,7 x 7,1922.44,2363.26,-0.52739,3e-05,185.42283,-1.83816,-18.6126,1.37678,34.0,1486.4,1 x 4,1347.28,1639.89
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4425.0,126.69,0.029,0.46589,2e-05,185.42283,-2.51735,0.0,1.84431,31.0,2127.86,2 x 7,1918.01,2360.67,-0.53411,2e-05,185.42283,-2.61801,-23.30747,2.0048,24.0,1503.53,7 x 10,1363.64,1657.78
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4450.0,151.69,0.035,0.45919,2e-05,185.42283,-3.46724,0.0,2.54024,29.0,2124.52,1 x 13,1913.85,2358.39,-0.54081,2e-05,185.42283,-3.56847,-28.0457,2.77032,25.0,1520.95,6 x 6,1380.28,1675.97
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4475.0,176.69,0.041,0.4525,1e-05,185.42283,-4.58776,0.0,3.36117,22.0,2121.47,4 x 13,1909.95,2356.42,-0.5475,1e-05,185.42283,-4.68955,-32.82552,3.67335,28.0,1538.66,5 x 15,1397.19,1694.45
2023-10-02,SPX,4298.31,2023-10-21,Monthly,18.6,4500.0,201.69,0.047,0.44583,1e-05,185.42283,-5.87889,0.0,4.3071,30.0,2118.71,9 x 18,1906.32,2354.77,-0.55417,1e-05,185.42283,-5.98125,-37.64508,4.71387,25.0,1556.65,2 x 8,1414.39,1713.22
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4250.0,-49.79,-0.012,0.57368,0.00044,33.5442,-3.43529,1.86329,0.455,201.0,2155.43,7 x 7,2017.01,2303.36,-0.42632,0.00044,33.5442,-3.55103,-0.0,0.47979,174.0,2080.28,2 x 12,1920.2,2253.7
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4255.0,-44.79,-0.01,0.56637,0.0005,33.5442,-3.07822,1.68049,0.4077,197.0,2154.56,6 x 12,2014.81,2304.0,-0.43363,0.0005,33.5442,-3.1941,-0.0,0.42777,205.0,2084.37,9 x 5,1925.27,2256.61
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4260.0,-39.79,-0.009,0.55904,0.00056,33.5442,-2.7589,1.49652,0.36541,151.0,2153.75,4 x 6,2012.67,2304.71,-0.44096,0.00056,33.5442,-2.87492,-0.0,0.38125,214.0,2088.53,6 x 10,1930.42,2259.58
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4265.0,-34.79,-0.008,0.55168,0.00063,33.5442,-2.47734,1.31146,0.32812,200.0,2153.01,4 x 13,2010.6,2305.51,-0.44832,0.00063,33.5442,-2.59349,-0.0,0.34022,192.0,2092.76,10 x 5,1935.65,2262.62
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4270.0,-29.79,-0.007,0.54429,0.00071,33.5442,-2.23352,1.12538,0.29583,202.0,2152.34,7 x 10,2008.59,2306.38,-0.45571,0.00071,33.5442,-2.34981,-0.0,0.3047,152.0,2097.07,9 x 17,1940.96,2265.73
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4275.0,-24.79,-0.006,0.53689,0.00079,33.5442,-2.02745,0.93837,0.26853,170.0,2151.75,7 x 16,2006.65,2307.34,-0.46311,0.00079,33.5442,-2.14388,-0.0,0.27468,150.0,2101.45,3 x 4,1946.35,2268.9
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4280.0,-19.79,-0.005,0.52947,0.00087,33.5442,-1.85914,0.7505,0.24624,170.0,2151.23,6 x 16,2004.78,2308.38,-0.47053,0.00087,33.5442,-1.9757,-0.0,0.25016,181.0,2105.9,7 x 12,1951.81,2272.14
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4285.0,-14.79,-0.003,0.52204,0.00095,33.5442,-1.72857,0.56185,0.22895,200.0,2150.79,2 x 6,2002.98,2309.5,-0.47796,0.00095,33.5442,-1.84527,-0.0,0.23113,194.0,2110.42,10 x 10,1957.35,2275.46
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4290.0,-9.79,-0.002,0.51459,0.00101,33.5442,-1.63576,0.37252,0.21665,160.0,2150.41,9 x 14,2001.24,2310.7,-0.48541,0.00101,33.5442,-1.75259,-0.0,0.21761,196.0,2115.02,1 x 20,1962.97,2278.84
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4295.0,-4.79,-0.001,0.50714,0.00106,33.5442,-1.5807,0.18257,0.20936,191.0,2150.11,2 x 11,1999.58,2311.98,-0.49286,0.00106,33.5442,-1.69767,-0.0,0.20959,174.0,2119.69,3 x 14,1968.67,2282.29
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4300.0,0.21,0.0,0.49969,0.00108,33.5442,-1.56339,0.0,0.20707,174.0,2149.89,3 x 6,1997.98,2313.34,-0.50031,0.00108,33.5442,-1.68049,-0.00789,0.20707,152.0,2124.43,10 x 5,1974.44,2285.82
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4305.0,5.21,0.001,0.49224,0.00108,33.5442,-1.58382,0.0,0.20977,188.0,2149.74,3 x 2,1996.46,2314.78,-0.50776,0.00108,33.5442,-1.70106,-0.1988,0.21005,172.0,2129.25,9 x 2,1980.29,2289.42
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4310.0,10.21,0.002,0.48479,0.00105,33.5442,-1.64201,0.0,0.21748,167.0,2149.66,10 x 18,1995.01,2316.3,-0.51521,0.00105,33.5442,-1.75939,-0.39007,0.21852,156.0,2134.14,1 x 19,1986.22,2293.09
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4315.0,15.21,0.004,0.47735,0.001,33.5442,-1.73795,0.0,0.23019,179.0,2149.66,8 x 17,1993.63,2317.9,-0.52265,0.001,33.5442,-1.85547,-0.5816,0.2325,213.0,2139.11,3 x 10,1992.22,2296.83
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4320.0,20.21,0.005,0.46992,0.00094,33.5442,-1.87164,0.0,0.2479,187.0,2149.73,10 x 18,1992.32,2319.57,-0.53008,0.00094,33.5442,-1.98929,-0.77332,0.25198,195.0,2144.15,9 x 16,1998.3,2300.65
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4325.0,25.21,0.006,0.4625,0.00087,33.5442,-2.04308,0.0,0.2706,187.0,2149.87,7 x 6,1991.09,2321.32,-0.5375,0.00087,33.5442,-2.16087,-0.96514,0.27696,162.0,2149.27,7 x 7,2004.45,2304.55
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4330.0,30.21,0.007,0.4551,0.00079,33.5442,-2.25227,0.0,0.29831,182.0,2150.09,1 x 10,1989.93,2323.15,-0.5449,0.00079,33.5442,-2.3702,-1.15697,0.30743,169.0,2154.46,7 x 20,2010.68,2308.52
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4335.0,35.21,0.008,0.44771,0.00072,33.5442,-2.49922,0.0,0.33102,192.0,2150.38,5 x 13,1988.84,2325.05,-0.55229,0.00072,33.5442,-2.61727,-1.34873,0.34341,205.0,2159.72,5 x 18,2016.98,2312.56
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4340.0,40.21,0.009,0.44035,0.00065,33.5442,-2.78391,0.0,0.36872,153.0,2150.75,1 x 11,1987.82,2327.03,-0.55965,0.00065,33.5442,-2.9021,-1.54034,0.38489,208.0,2165.05,6 x 17,2023.35,2316.68
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4345.0,45.21,0.011,0.43302,0.00059,33.5442,-3.10635,0.0,0.41143,204.0,2151.19,5 x 9,1986.88,2329.08,-0.56698,0.00059,33.5442,-3.22468,-1.73171,0.43187,149.0,2170.46,4 x 13,2029.8,2320.88
2023-10-02,SPX,4299.79,2023-10-03,Daily,0.6,4350.0,50.21,0.012,0.42572,0.00053,33.5442,-3.46655,0.0,0.45914,162.0,2151.7,2 x 6,1986.01,2331.21,-0.57428,0.00053,33.5442,-3.58501,-1.92276,0.48434,215.0,2175.94,7 x 15,2036.31,2325.15
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4200.0,-99.79,-0.023,0.56079,7e-05,81.68035,-3.76167,8.86247,1.21318,143.0,2164.99,1 x 11,2014.09,2327.19,-0.43921,7e-05,81.68035,-3.87267,-0.0,1.31277,148.0,1916.74,10 x 9,1763.21,2083.64
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4210.0,-89.79,-0.021,0.55475,8e-05,81.68035,-3.17383,8.0009,1.0236,134.0,2162.96,1 x 1,2011.08,2326.31,-0.44525,8e-05,81.68035,-3.28509,-0.0,1.10422,147.0,1924.36,4 x 2,1771.2,2090.76
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4220.0,-79.79,-0.019,0.54869,0.0001,81.68035,-2.648,7.13276,0.85401,115.0,2161.04,7 x 7,2008.17,2325.56,-0.45131,0.0001,81.68035,-2.75953,-0.0,0.91768,117.0,1932.09,3 x 6,1779.31,2097.99
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4230.0,-69.79,-0.016,0.54262,0.00012,81.68035,-2.18418,6.25829,0.70442,162.0,2159.24,10 x 19,2005.36,2324.93,-0.45738,0.00012,81.68035,-2.29597,-0.0,0.75313,129.0,1939.94,7 x 7,1787.53,2105.33
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4240.0,-59.79,-0.014,0.53654,0.00015,81.68035,-1.78238,5.37775,0.57484,126.0,2157.56,10 x 8,2002.66,2324.43,-0.46346,0.00015,81.68035,-1.89444,-0.0,0.61059,161.0,1947.9,1 x 2,1795.87,2112.79
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4250.0,-49.79,-0.012,0.53044,0.00019,81.68035,-1.44259,4.49137,0.46525,159.0,2155.99,7 x 1,2000.07,2324.05,-0.46956,0.00019,81.68035,-1.55491,-0.0,0.49005,128.0,1955.97,2 x 16,1804.33,2120.35
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4260.0,-39.79,-0.009,0.52434,0.00024,81.68035,-1.16481,3.59941,0.37567,140.0,2154.53,10 x 9,1997.59,2323.8,-0.47566,0.00024,81.68035,-1.2774,-0.0,0.3915,122.0,1964.16,6 x 17,1812.91,2128.04
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4270.0,-29.79,-0.007,0.51823,0.00029,81.68035,-0.94905,2.70214,0.30608,152.0,2153.19,4 x 19,1995.22,2323.67,-0.48177,0.00029,81.68035,-1.0619,-0.0,0.31496,154.0,1972.47,4 x 3,1821.6,2135.83
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4280.0,-19.79,-0.005,0.51211,0.00035,81.68035,-0.7953,1.79982,0.25649,144.0,2151.97,3 x 10,1992.96,2323.67,-0.48789,0.00035,81.68035,-0.90842,-0.0,0.26041,147.0,1980.89,10 x 12,1830.42,2143.74
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4290.0,-9.79,-0.002,0.50599,0.0004,81.68035,-0.70356,0.89271,0.22691,154.0,2150.86,5 x 8,1990.81,2323.79,-0.49401,0.0004,81.68035,-0.81694,-0.0,0.22787,112.0,1989.44,1 x 7,1839.35,2151.77
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4300.0,0.21,0.0,0.49987,0.00042,81.68035,-0.67384,0.0,0.21732,139.0,2149.88,1 x 9,1988.77,2324.04,-0.50013,0.00042,81.68035,-0.78748,-0.01891,0.21732,113.0,1998.1,7 x 11,1848.4,2159.91
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4310.0,10.21,0.002,0.49375,0.00041,81.68035,-0.70613,0.0,0.22774,111.0,2149.01,7 x 8,1986.84,2324.42,-0.50625,0.00041,81.68035,-0.82004,-0.93478,0.22878,136.0,2006.87,10 x 2,1857.57,2168.17
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4320.0,20.21,0.005,0.48763,0.00036,81.68035,-0.80043,0.0,0.25815,132.0,2148.26,7 x 1,1985.02,2324.92,-0.51237,0.00036,81.68035,-0.91461,-1.85462,0.26223,160.0,2015.77,10 x 4,1866.87,2176.55
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4330.0,30.21,0.007,0.48152,0.0003,81.68035,-0.95675,0.0,0.30856,136.0,2147.63,2 x 16,1983.32,2325.55,-0.51848,0.0003,81.68035,-1.07119,-2.77815,0.31769,152.0,2024.78,2 x 6,1876.28,2185.04
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4340.0,40.21,0.009,0.47541,0.00025,81.68035,-1.17508,0.0,0.37898,113.0,2147.11,9 x 12,1981.72,2326.3,-0.52459,0.00025,81.68035,-1.28978,-3.7051,0.39514,143.0,2033.92,8 x 14,1885.81,2193.66
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4350.0,50.21,0.012,0.4693,0.0002,81.68035,-1.45542,0.0,0.46939,125.0,2146.72,6 x 11,1980.24,2327.19,-0.5307,0.0002,81.68035,-1.57039,-4.63517,0.4946,163.0,2043.17,7 x 20,1895.46,2202.39
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4360.0,60.21,0.014,0.46321,0.00017,81.68035,-1.79778,0.0,0.57981,141.0,2146.44,1 x 15,1978.88,2328.2,-0.53679,0.00017,81.68035,-1.91301,-5.56809,0.61605,115.0,2052.54,8 x 8,1905.23,2211.24
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4370.0,70.21,0.016,0.45713,0.00014,81.68035,-2.20215,0.0,0.71022,149.0,2146.28,8 x 6,1977.62,2329.33,-0.54287,0.00014,81.68035,-2.31765,-6.50359,0.75951,145.0,2062.03,7 x 9,1915.12,2220.21
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4380.0,80.21,0.019,0.45106,0.00011,81.68035,-2.66853,0.0,0.86063,162.0,2146.25,6 x 16,1976.48,2330.59,-0.54894,0.00011,81.68035,-2.78429,-7.44136,0.92496,147.0,2071.64,3 x 11,1925.13,2229.29
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4390.0,90.21,0.021,0.445,0.0001,81.68035,-3.19693,0.0,1.03105,109.0,2146.32,2 x 1,1975.45,2331.97,-0.555,0.0001,81.68035,-3.31295,-8.38113,1.11242,125.0,2081.36,9 x 20,1935.25,2238.5
2023-10-02,SPX,4299.79,2023-10-06,Weekly,3.6,4400.0,100.21,0.023,0.43896,8e-05,81.68035,-3.78734,0.0,1.22146,111.0,2146.52,7 x 16,1974.54,2333.48,-0.56104,8e-05,81.68035,-3.90363,-9.32263,1.32188,152.0,2091.2,8 x 10,1945.5,2247.82
2023-10-02,SPX,4299.79,2023-10-21,Monthly,18.6,4100.0,-199.79,-0.046,0.55365,1e-05,185.48318,-5.77724,33.9674,4.23109,26.0,2197.95,10 x 10,1996.98,2419.13,-0.44635,1e-05,185.48318,-5.8705,-0.0,4.63027,29.0,1302.32,1 x 20,1171.83,1447.35
2023-10-02,SPX,4299.79,2023-10-21,Monthly,18.6,4125.0,-174.79,-0.041,0.54698,1e-05,185.48318,-4.49857,29.92529,3.29463,29.0,2191.0,8 x 8,1989.46,2412.94,-0.45302,1e-05,185.48318,-4.5924,-0.0,3.60015,30.0,1316.13,6 x 12,1184.96,1461.82
2023-10-02,SPX,4299.79,2023-10-21,Monthly,18.6,4150.0,-149.79,-0.035,0.54029,2e-05,185.48318,-3.39057,25.82083,2.48316,30.0,2184.31,2 x 1,1982.19,2407.04,-0.45971,2e-05,185.48318,-3.48497,-0.0,2.70754,31.0,1330.2,5 x 14,1198.35,1476.56
2023-10-02,SPX,4299.79,2023-10-21,Monthly,18.6,4175.0,-124.79,-0.029,0.53359,2e-05,185.48318,-2.45326,21.65536,1.7967,30.0,2177.89,3 x 16,1975.16,2401.42,-0.46641,2e-05,185.48318,-2.54823,-0.0,1.95243,25.0,1344.54,6 x 3,1212.0,1491.57
