,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,p_last,p_size,p_bid,p_ask,p_mid,p_spread
2023-10-06,SPX,4314.29,2023-10-06,Weekly,3.46,4370.0,55.71,0.013,-0.53462,0.00018,80.33092,-1.78946,-5.05231,0.55838,18.0,2061.16,1 x 17,1913.26,2220.48,2066.87,307.22
2023-10-06,SPX,4314.29,2023-10-06,Weekly,3.46,4380.0,65.71,0.015,-0.54081,0.00015,80.33092,-2.17512,-5.9691,0.69194,23.0,2070.64,6 x 8,1923.17,2229.41,2076.29,306.2399999999998
2023-10-06,SPX,4314.29,2023-10-06,Weekly,3.46,4390.0,75.71,0.018,-0.54699,0.00013,80.33092,-2.62426,-6.88818,0.8475,23.0,2080.24,8 x 10,1933.19,2238.47,2085.83,305.27999999999975
2023-10-06,SPX,4314.29,2023-10-06,Weekly,3.46,4400.0,85.71,0.02,-0.55315,0.0001,80.33092,-3.13688,-7.80926,1.02507,22.0,2089.96,10 x 15,1943.34,2247.64,2095.49,304.29999999999995
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4100.0,-214.29,-0.05,-0.44246,1e-05,185.39875,-6.73763,-0.0,5.29041,3.0,1303.94,10 x 2,1173.12,1449.35,1311.235,276.23
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4125.0,-189.29,-0.044,-0.44913,1e-05,185.39875,-5.35062,-0.0,4.18057,3.0,1317.63,1 x 13,1186.15,1463.69,1324.92,277.53999999999996
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4150.0,-164.29,-0.038,-0.45581,1e-05,185.39875,-4.13553,-0.0,3.20823,3.0,1331.59,4 x 9,1199.44,1478.31,1338.875,278.8699999999999
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4175.0,-139.29,-0.032,-0.46251,2e-05,185.39875,-3.09234,-0.0,2.37339,4.0,1345.82,7 x 1,1212.98,1493.2,1353.0900000000001,280.22
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4200.0,-114.29,-0.026,-0.46922,3e-05,185.39875,-2.22106,-0.0,1.67605,3.0,1360.31,7 x 8,1226.78,1508.36,1367.57,281.5799999999999
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4225.0,-89.29,-0.021,-0.47594,4e-05,185.39875,-1.52168,-0.0,1.1162,4.0,1375.07,2 x 9,1240.85,1523.8,1382.3249999999998,282.95000000000005
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4250.0,-64.29,-0.015,-0.48267,6e-05,185.39875,-0.99422,-0.0,0.69386,3.0,1390.1,6 x 14,1255.17,1539.53,1397.35,284.3599999999999
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4275.0,-39.29,-0.009,-0.48941,0.0001,185.39875,-0.63867,-0.0,0.40902,4.0,1405.41,8 x 1,1269.77,1555.53,1412.65,285.76
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4300.0,-14.29,-0.003,-0.49615,0.00016,185.39875,-0.45502,-0.0,0.26168,3.0,1420.99,3 x 13,1284.63,1571.82,1428.225,287.1899999999998
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4325.0,10.71,0.002,-0.50289,0.00016,185.39875,-0.44329,-1.91717,0.25184,4.0,1436.85,6 x 11,1299.76,1588.4,1444.08,288.6400000000001
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4350.0,35.71,0.008,-0.50963,0.00011,185.39875,-0.60346,-6.42833,0.3795,3.0,1453.0,7 x 19,1315.17,1605.27,1460.22,290.0999999999999
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4375.0,60.71,0.014,-0.51637,7e-05,185.39875,-0.93555,-10.98887,0.64465,3.0,1469.43,8 x 10,1330.85,1622.43,1476.6399999999999,291.58000000000015
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4400.0,85.71,0.02,-0.5231,4e-05,185.39875,-1.43954,-15.59709,1.04731,3.0,1486.14,4 x 20,1346.81,1639.88,1493.345,293.07000000000016
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4425.0,110.71,0.026,-0.52982,3e-05,185.39875,-2.11544,-20.25127,1.58747,4.0,1503.14,2 x 6,1363.04,1657.63,1510.335,294.59000000000015
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4450.0,135.71,0.031,-0.53653,2e-05,185.39875,-2.96325,-24.94966,2.26513,4.0,1520.42,3 x 12,1379.56,1675.67,1527.615,296.1100000000001
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4475.0,160.71,0.037,-0.54323,2e-05,185.39875,-3.98297,-29.69048,3.08029,4.0,1537.99,9 x 7,1396.35,1694.0,1545.175,297.6500000000001
2023-10-21,SPX,4314.29,2023-10-21,Monthly,18.46,4500.0,185.71,0.043,-0.54992,1e-05,185.39875,-5.1746,-34.47193,4.03295,4.0,1555.85,3 x 19,1413.42,1712.63,1563.025,299.21000000000004
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4250.0,-66.13,-0.015,-0.38965,0.00033,29.47162,-5.68777,-0.0,0.68722,26.0,2082.02,7 x 17,1915.74,2262.73,2089.235,346.99
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4255.0,-61.13,-0.014,-0.39775,0.00037,29.47162,-5.13694,-0.0,0.61722,29.0,2085.8,9 x 7,1920.65,2265.14,2092.895,344.4899999999998
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4260.0,-56.13,-0.013,-0.40591,0.00042,29.47162,-4.62941,-0.0,0.55273,24.0,2089.65,6 x 17,1925.64,2267.62,2096.63,341.9799999999998
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4265.0,-51.13,-0.012,-0.41412,0.00048,29.47162,-4.16517,-0.0,0.49374,22.0,2093.58,4 x 7,1930.72,2270.17,2100.445,339.45000000000005
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4270.0,-46.13,-0.011,-0.42237,0.00054,29.47162,-3.74422,-0.0,0.44024,25.0,2097.59,9 x 13,1935.9,2272.78,2104.34,336.8800000000001
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4275.0,-41.13,-0.01,-0.43067,0.00061,29.47162,-3.36657,-0.0,0.39225,25.0,2101.68,5 x 8,1941.15,2275.47,2108.31,334.3199999999997
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4280.0,-36.13,-0.008,-0.43901,0.00069,29.47162,-3.03221,-0.0,0.34976,31.0,2105.84,2 x 10,1946.5,2278.23,2112.365,331.73
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4285.0,-31.13,-0.007,-0.44738,0.00078,29.47162,-2.74115,-0.0,0.31277,22.0,2110.09,5 x 9,1951.94,2281.06,2116.5,329.1199999999999
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4290.0,-26.13,-0.006,-0.45578,0.00087,29.47162,-2.49338,-0.0,0.28127,27.0,2114.43,4 x 16,1957.47,2283.96,2120.715,326.49
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4295.0,-21.13,-0.005,-0.46421,0.00096,29.47162,-2.28891,-0.0,0.25528,28.0,2118.84,9 x 6,1963.09,2286.95,2125.02,323.8599999999999
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4300.0,-16.13,-0.004,-0.47266,0.00105,29.47162,-2.12773,-0.0,0.23479,27.0,2123.34,3 x 16,1968.8,2290.01,2129.405,321.21000000000026
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4305.0,-11.13,-0.003,-0.48113,0.00113,29.47162,-2.00984,-0.0,0.21979,28.0,2127.92,1 x 12,1974.6,2293.15,2133.875,318.5500000000002
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4310.0,-6.13,-0.001,-0.4896,0.0012,29.47162,-1.93525,-0.0,0.2103,29.0,2132.58,3 x 13,1980.48,2296.37,2138.425,315.8899999999999
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4315.0,-1.13,-0.0,-0.49808,0.00123,29.47162,-1.90396,-0.0,0.20631,29.0,2137.33,5 x 7,1986.46,2299.67,2143.065,313.21000000000004
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4320.0,3.87,0.001,-0.50657,0.00124,29.47162,-1.91595,-0.12881,0.20781,23.0,2142.17,3 x 13,1992.52,2303.05,2147.785,310.5300000000002
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4325.0,8.87,0.002,-0.51504,0.00121,29.47162,-1.97125,-0.2955,0.21482,31.0,2147.08,5 x 18,1998.67,2306.52,2152.5950000000003,307.8499999999999
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4330.0,13.87,0.003,-0.52351,0.00116,29.47162,-2.06983,-0.46241,0.22733,25.0,2152.09,4 x 20,2004.91,2310.07,2157.4900000000002,305.1600000000001
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4335.0,18.87,0.004,-0.53197,0.0011,29.47162,-2.21172,-0.62944,0.24533,25.0,2157.17,4 x 9,2011.23,2313.71,2162.4700000000003,302.48
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4340.0,23.87,0.006,-0.54041,0.00102,29.47162,-2.39689,-0.79649,0.26884,28.0,2162.35,2 x 2,2017.64,2317.43,2167.535,299.78999999999974
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4345.0,28.87,0.007,-0.54882,0.00093,29.47162,-2.62536,-0.96347,0.29785,31.0,2167.6,4 x 13,2024.13,2321.24,2172.685,297.1099999999997
2023-10-03,SPX,4316.13,2023-10-03,Daily,0.46,4350.0,33.87,0.008,-0.55721,0.00085,29.47162,-2.89713,-1.13028,0.33235,23.0,2172.94,1 x 10,2030.71,2325.13,2177.92,294.4200000000001
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4200.0,-116.13,-0.027,-0.42824,5e-05,80.35714,-5.08303,-0.0,1.70045,16.0,1917.82,8 x 1,1762.81,2086.47,1924.6399999999999,323.65999999999985
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4210.0,-106.13,-0.025,-0.43434,6e-05,80.35714,-4.37746,-0.0,1.45597,18.0,1925.27,5 x 17,1770.65,2093.4,1932.025,322.75
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4220.0,-96.13,-0.022,-0.44047,7e-05,80.35714,-3.73541,-0.0,1.23348,22.0,1932.83,6 x 20,1778.6,2100.43,1939.5149999999999,321.8299999999999
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4230.0,-86.13,-0.02,-0.44661,9e-05,80.35714,-3.15686,-0.0,1.03299,23.0,1940.5,9 x 9,1786.67,2107.58,1947.125,320.90999999999985
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4240.0,-76.13,-0.018,-0.45277,0.00011,80.35714,-2.64184,-0.0,0.85451,19.0,1948.29,2 x 2,1794.86,2114.84,1954.85,319.98000000000025
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4250.0,-66.13,-0.015,-0.45895,0.00013,80.35714,-2.19032,-0.0,0.69802,18.0,1956.2,9 x 3,1803.17,2122.21,1962.69,319.03999999999996
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4260.0,-56.13,-0.013,-0.46513,0.00017,80.35714,-1.80232,-0.0,0.56354,22.0,1964.22,3 x 7,1811.6,2129.7,1970.6499999999999,318.0999999999999
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4270.0,-46.13,-0.011,-0.47133,0.00021,80.35714,-1.47784,-0.0,0.45105,23.0,1972.36,3 x 19,1820.14,2137.3,1978.7200000000003,317.1600000000001
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4280.0,-36.13,-0.008,-0.47753,0.00026,80.35714,-1.21687,-0.0,0.36056,21.0,1980.61,1 x 7,1828.81,2145.02,1986.915,316.21000000000004
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4290.0,-26.13,-0.006,-0.48375,0.00032,80.35714,-1.01941,-0.0,0.29208,23.0,1988.99,3 x 11,1837.6,2152.85,1995.225,315.25
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4300.0,-16.13,-0.004,-0.48996,0.00038,80.35714,-0.88547,-0.0,0.24559,23.0,1997.48,5 x 5,1846.51,2160.81,2003.6599999999999,314.29999999999995
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4310.0,-6.13,-0.001,-0.49619,0.00042,80.35714,-0.81504,-0.0,0.2211,16.0,2006.1,9 x 15,1855.54,2168.88,2012.21,313.34000000000015
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4320.0,3.87,0.001,-0.50241,0.00043,80.35714,-0.80813,-0.34731,0.21862,17.0,2014.83,6 x 11,1864.69,2177.07,2020.88,312.3800000000001
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4330.0,13.87,0.003,-0.50863,0.0004,80.35714,-0.86473,-1.24755,0.23813,21.0,2023.69,2 x 20,1873.96,2185.37,2029.665,311.40999999999985
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4340.0,23.87,0.006,-0.51485,0.00035,80.35714,-0.98485,-2.15156,0.27965,22.0,2032.66,10 x 18,1883.36,2193.8,2038.58,310.4400000000003
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4350.0,33.87,0.008,-0.52106,0.00029,80.35714,-1.16848,-3.05905,0.34316,20.0,2041.76,9 x 4,1892.87,2202.35,2047.61,309.48
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4360.0,43.87,0.01,-0.52727,0.00024,80.35714,-1.41562,-3.96974,0.42867,19.0,2050.97,1 x 4,1902.51,2211.02,2056.765,308.51
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4370.0,53.87,0.012,-0.53347,0.00019,80.35714,-1.72628,-4.88335,0.53619,22.0,2060.31,1 x 18,1912.28,2219.81,2066.045,307.53
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4380.0,63.87,0.015,-0.53966,0.00016,80.35714,-2.10045,-5.79959,0.6657,20.0,2069.77,5 x 8,1922.16,2228.72,2075.44,306.5599999999997
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4390.0,73.87,0.017,-0.54583,0.00013,80.35714,-2.53814,-6.71818,0.81722,21.0,2079.35,7 x 9,1932.16,2237.75,2084.955,305.5899999999999
2023-10-06,SPX,4316.13,2023-10-06,Weekly,3.46,4400.0,83.87,0.019,-0.552,0.00011,80.35714,-3.03934,-7.63882,0.99073,20.0,2089.05,10 x 3,1942.29,2246.9,2094.5950000000003,304.6100000000001
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4100.0,-216.13,-0.05,-0.442,1e-05,185.47436,-6.8496,-0.0,5.37756,4.0,1303.57,4 x 12,1172.74,1448.99,1310.865,276.25
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4125.0,-191.13,-0.044,-0.44866,1e-05,185.47436,-5.44931,-0.0,4.2576,4.0,1317.25,8 x 8,1185.75,1463.32,1324.5349999999999,277.56999999999994
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4150.0,-166.13,-0.038,-0.45533,1e-05,185.47436,-4.22101,-0.0,3.27513,3.0,1331.19,5 x 14,1199.02,1477.92,1338.47,278.9000000000001
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4175.0,-141.13,-0.033,-0.46203,2e-05,185.47436,-3.16469,-0.0,2.43016,4.0,1345.39,8 x 1,1212.55,1492.79,1352.67,280.24
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4200.0,-116.13,-0.027,-0.46873,2e-05,185.47436,-2.28036,-0.0,1.7227,4.0,1359.86,6 x 16,1226.33,1507.93,1367.13,281.60000000000014
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4225.0,-91.13,-0.021,-0.47545,4e-05,185.47436,-1.56801,-0.0,1.15273,3.0,1374.6,5 x 19,1240.38,1523.36,1381.87,282.9799999999998
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4250.0,-66.13,-0.015,-0.48218,6e-05,185.47436,-1.02765,-0.0,0.72027,4.0,1389.62,5 x 9,1254.68,1539.06,1396.87,284.3799999999999
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4275.0,-41.13,-0.01,-0.48891,0.0001,185.47436,-0.65928,-0.0,0.4253,3.0,1404.9,6 x 4,1269.26,1555.04,1412.15,285.78
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4300.0,-16.13,-0.004,-0.49565,0.00015,185.47436,-0.46289,-0.0,0.26784,3.0,1420.47,1 x 13,1284.1,1571.32,1427.71,287.22
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4325.0,8.87,0.002,-0.50239,0.00016,185.47436,-0.43848,-1.587,0.24787,4.0,1436.31,6 x 17,1299.22,1587.87,1443.545,288.64999999999986
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4350.0,33.87,0.008,-0.50913,0.00012,185.47436,-0.58607,-6.09439,0.36541,4.0,1452.44,10 x 16,1314.6,1604.72,1459.6599999999999,290.1200000000001
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4375.0,58.87,0.014,-0.51586,7e-05,185.47436,-0.90563,-10.65125,0.62044,3.0,1468.84,2 x 12,1330.26,1621.86,1476.06,291.5999999999999
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4400.0,83.87,0.019,-0.52259,4e-05,185.47436,-1.39719,-15.25591,1.01298,4.0,1485.53,5 x 11,1346.2,1639.29,1492.745,293.0899999999999
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4425.0,108.87,0.025,-0.52932,3e-05,185.47436,-2.06073,-19.90664,1.54301,3.0,1502.51,10 x 5,1362.41,1657.01,1509.71,294.5999999999999
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4450.0,133.87,0.031,-0.53603,2e-05,185.47436,-2.89625,-24.60169,2.21054,4.0,1519.77,2 x 13,1378.91,1675.03,1526.97,296.1199999999999
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4475.0,158.87,0.037,-0.54272,2e-05,185.47436,-3.90376,-29.33928,3.01558,3.0,1537.32,1 x 10,1395.68,1693.34,1544.51,297.65999999999985
2023-10-21,SPX,4316.13,2023-10-21,Monthly,18.46,4500.0,183.87,0.043,-0.54941,1e-05,185.47436,-5.08326,-34.11763,3.95811,4.0,1555.16,4 x 6,1412.73,1711.95,1562.3400000000001,299.22
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4250.0,-61.82,-0.014,-0.39646,0.00037,29.42024,-5.20877,-0.0,0.62653,24.0,2083.17,4 x 19,1918.01,2262.56,2090.285,344.54999999999995
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4255.0,-56.82,-0.013,-0.40462,0.00041,29.42024,-4.6954,-0.0,0.56128,22.0,2087.01,9 x 18,1922.99,2265.03,2094.01,342.0400000000002
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4260.0,-51.82,-0.012,-0.41283,0.00047,29.42024,-4.22532,-0.0,0.50153,29.0,2090.93,10 x 14,1928.06,2267.57,2097.815,339.5100000000002
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4265.0,-46.82,-0.011,-0.4211,0.00053,29.42024,-3.79852,-0.0,0.44728,28.0,2094.93,4 x 12,1933.22,2270.17,2101.695,336.95000000000005
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4270.0,-41.82,-0.01,-0.4294,0.0006,29.42024,-3.41501,-0.0,0.39853,27.0,2099.01,5 x 5,1938.46,2272.84,2105.65,334.3800000000001
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4275.0,-36.82,-0.009,-0.43775,0.00068,29.42024,-3.07477,-0.0,0.35528,24.0,2103.16,6 x 5,1943.8,2275.59,2109.695,331.7900000000002
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4280.0,-31.82,-0.007,-0.44613,0.00077,29.42024,-2.77782,-0.0,0.31753,33.0,2107.4,1 x 18,1949.23,2278.41,2113.8199999999997,329.17999999999984
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4285.0,-26.82,-0.006,-0.45455,0.00086,29.42024,-2.52416,-0.0,0.28528,26.0,2111.72,3 x 6,1954.74,2281.3,2118.02,326.5600000000002
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4290.0,-21.82,-0.005,-0.46299,0.00095,29.42024,-2.31378,-0.0,0.25853,31.0,2116.12,1 x 12,1960.35,2284.27,2122.31,323.9200000000001
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4295.0,-16.82,-0.004,-0.47145,0.00104,29.42024,-2.14668,-0.0,0.23728,31.0,2120.61,7 x 5,1966.05,2287.32,2126.685,321.2700000000002
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4300.0,-11.82,-0.003,-0.47993,0.00113,29.42024,-2.02286,-0.0,0.22153,32.0,2125.18,6 x 14,1971.83,2290.44,2131.135,318.6100000000001
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4305.0,-6.82,-0.002,-0.48841,0.00119,29.42024,-1.94233,-0.0,0.21128,27.0,2129.83,10 x 13,1977.71,2293.65,2135.6800000000003,315.94000000000005
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4310.0,-1.82,-0.0,-0.49691,0.00123,29.42024,-1.90508,-0.0,0.20653,30.0,2134.57,1 x 4,1983.67,2296.94,2140.3050000000003,313.27
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4315.0,3.18,0.001,-0.50541,0.00124,29.42024,-1.91112,-0.1058,0.20727,23.0,2139.39,9 x 20,1989.73,2300.31,2145.02,310.5799999999999
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4320.0,8.18,0.002,-0.5139,0.00122,29.42024,-1.96044,-0.27232,0.21352,25.0,2144.3,6 x 5,1995.87,2303.77,2149.8199999999997,307.9000000000001
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4325.0,13.18,0.003,-0.52239,0.00117,29.42024,-2.05304,-0.43908,0.22527,23.0,2149.29,9 x 6,2002.09,2307.3,2154.695,305.21000000000026
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4330.0,18.18,0.004,-0.53086,0.00111,29.42024,-2.18893,-0.60597,0.24252,31.0,2154.36,4 x 14,2008.41,2310.93,2159.67,302.51999999999975
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4335.0,23.18,0.005,-0.53932,0.00103,29.42024,-2.36809,-0.77289,0.26527,27.0,2159.52,3 x 7,2014.81,2314.64,2164.725,299.8299999999999
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4340.0,28.18,0.007,-0.54775,0.00095,29.42024,-2.59055,-0.93975,0.29352,31.0,2164.77,2 x 2,2021.29,2318.43,2169.8599999999997,297.1399999999999
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4345.0,33.18,0.008,-0.55615,0.00086,29.42024,-2.85628,-1.10646,0.32727,24.0,2170.1,4 x 4,2027.85,2322.31,2175.08,294.46000000000004
2023-10-03,SPX,4311.82,2023-10-03,Daily,0.46,4350.0,38.18,0.009,-0.56453,0.00078,29.42024,-3.1653,-1.27291,0.36652,31.0,2175.51,3 x 19,2034.5,2326.28,2180.3900000000003,291.7800000000002
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4200.0,-111.82,-0.026,-0.43079,6e-05,80.26883,-4.76673,-0.0,1.59234,18.0,1919.05,7 x 15,1764.35,2087.31,1925.83,322.96000000000004
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4210.0,-101.82,-0.024,-0.43691,7e-05,80.26883,-4.08915,-0.0,1.35734,18.0,1926.54,3 x 5,1772.24,2094.28,1933.2600000000002,322.0400000000002
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4220.0,-91.82,-0.021,-0.44305,8e-05,80.26883,-3.47503,-0.0,1.14434,16.0,1934.15,6 x 8,1780.24,2101.36,1940.8000000000002,321.1200000000001
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4230.0,-81.82,-0.019,-0.44921,0.0001,80.26883,-2.92437,-0.0,0.95334,18.0,1941.87,10 x 11,1788.36,2108.56,1948.46,320.20000000000005
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4240.0,-71.82,-0.017,-0.45538,0.00012,80.26883,-2.43717,-0.0,0.78434,23.0,1949.71,1 x 13,1796.6,2115.86,1956.23,319.2600000000002
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4250.0,-61.82,-0.014,-0.46157,0.00015,80.26883,-2.01342,-0.0,0.63734,23.0,1957.66,7 x 7,1804.96,2123.28,1964.1200000000001,318.32000000000016
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4260.0,-51.82,-0.012,-0.46777,0.00018,80.26883,-1.65313,-0.0,0.51234,23.0,1965.73,6 x 7,1813.44,2130.82,1972.13,317.3800000000001
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4270.0,-41.82,-0.01,-0.47397,0.00023,80.26883,-1.3563,-0.0,0.40934,21.0,1973.92,6 x 10,1822.03,2138.47,1980.25,316.4399999999998
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4280.0,-31.82,-0.007,-0.48019,0.00029,80.26883,-1.12292,-0.0,0.32834,19.0,1982.23,7 x 13,1830.75,2146.24,1988.495,315.4899999999998
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4290.0,-21.82,-0.005,-0.48641,0.00035,80.26883,-0.953,-0.0,0.26934,23.0,1990.66,7 x 14,1839.59,2154.12,1996.855,314.53
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4300.0,-11.82,-0.003,-0.49264,0.0004,80.26883,-0.84654,-0.0,0.23233,20.0,1999.2,8 x 12,1848.55,2162.13,2005.3400000000001,313.58000000000015
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4310.0,-1.82,-0.0,-0.49887,0.00043,80.26883,-0.80354,-0.0,0.21733,16.0,2007.87,1 x 16,1857.64,2170.25,2013.9450000000002,312.6099999999999
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4320.0,8.18,0.002,-0.5051,0.00042,80.26883,-0.82399,-0.7349,0.22433,18.0,2016.65,5 x 7,1866.84,2178.49,2022.665,311.64999999999986
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4330.0,18.18,0.004,-0.51132,0.00038,80.26883,-0.9079,-1.63672,0.25333,23.0,2025.56,8 x 5,1876.17,2186.85,2031.51,310.67999999999984
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4340.0,28.18,0.007,-0.51755,0.00032,80.26883,-1.05527,-2.54219,0.30433,22.0,2034.59,5 x 3,1885.62,2195.33,2040.475,309.71000000000004
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4350.0,38.18,0.009,-0.52377,0.00027,80.26883,-1.26609,-3.45102,0.37733,22.0,2043.74,4 x 8,1895.19,2203.93,2049.56,308.7399999999998
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4360.0,48.18,0.011,-0.52998,0.00022,80.26883,-1.54037,-4.36293,0.47233,23.0,2053.01,1 x 10,1904.88,2212.65,2058.7650000000003,307.77
2023-10-06,SPX,4311.82,2023-10-06,Weekly,3.46,4370.0,58.18,0.013,-0.53618,0.00018,80.26883,-1.87811,-5.27764,0.58933,18.0,2062.4,10 x 16,1914.69,2221.49,2068.09,306.7999999999997
