,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,c_mid,c_spread
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4350.0,51.23,0.012,0.48619,8e-05,185.42503,-0.68514,0.0,0.50186,25.0,2139.9,10 x 13,1932.4,2369.66,2151.0299999999997,437.25999999999976
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4375.0,76.23,0.018,0.47946,5e-05,185.42503,-1.12019,0.0,0.82053,35.0,2135.7,7 x 7,1927.44,2366.45,2146.9449999999997,439.00999999999976
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4400.0,101.23,0.024,0.47273,3e-05,185.42503,-1.72588,0.0,1.2642,26.0,2131.78,8 x 10,1922.74,2363.55,2143.145,440.8100000000002
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4425.0,126.23,0.029,0.46601,2e-05,185.42503,-2.50223,0.0,1.83287,25.0,2128.15,7 x 17,1918.31,2360.96,2139.635,442.6500000000001
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4450.0,151.23,0.035,0.45931,2e-05,185.42503,-3.44923,0.0,2.52654,23.0,2124.81,6 x 11,1914.14,2358.67,2136.405,444.53
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4475.0,176.23,0.041,0.45262,1e-05,185.42503,-4.56688,0.0,3.34521,31.0,2121.75,7 x 7,1910.23,2356.7,2133.465,446.4699999999998
2023-10-21,SPX,4298.77,2023-10-21,Monthly,18.6,4500.0,201.23,0.047,0.44595,1e-05,185.42503,-5.85518,0.0,4.28888,25.0,2118.99,7 x 8,1906.59,2355.04,2130.815,448.45000000000005
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4250.0,-57.45,-0.013,0.58489,0.00037,33.50792,-4.07373,2.13446,0.53706,199.0,2160.74,2 x 1,2024.11,2306.6,2165.355,282.49
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4255.0,-52.45,-0.012,0.57763,0.00041,33.50792,-3.65695,1.95412,0.48211,159.0,2159.75,5 x 1,2021.81,2307.11,2164.46,285.3000000000002
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4260.0,-47.45,-0.011,0.57033,0.00047,33.50792,-3.27808,1.7725,0.43217,219.0,2158.84,3 x 14,2019.57,2307.71,2163.64,288.1400000000001
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4265.0,-42.45,-0.01,0.563,0.00053,33.50792,-2.93715,1.58968,0.38722,203.0,2157.99,9 x 2,2017.4,2308.39,2162.895,290.9899999999998
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4270.0,-37.45,-0.009,0.55565,0.00059,33.50792,-2.63414,1.40573,0.34727,170.0,2157.22,5 x 12,2015.29,2309.14,2162.215,293.8499999999999
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4275.0,-32.45,-0.008,0.54827,0.00067,33.50792,-2.36906,1.22072,0.31232,210.0,2156.51,5 x 1,2013.24,2309.98,2161.61,296.74
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4280.0,-27.45,-0.006,0.54086,0.00075,33.50792,-2.1419,1.03473,0.28238,209.0,2155.88,8 x 10,2011.26,2310.9,2161.08,299.6400000000001
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4285.0,-22.45,-0.005,0.53345,0.00083,33.50792,-1.95267,0.84785,0.25743,205.0,2155.32,3 x 7,2009.35,2311.9,2160.625,302.5500000000002
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4290.0,-17.45,-0.004,0.52601,0.00091,33.50792,-1.80136,0.66016,0.23748,214.0,2154.84,4 x 14,2007.51,2312.98,2160.245,305.47
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4295.0,-12.45,-0.003,0.51856,0.00098,33.50792,-1.68799,0.47173,0.22254,149.0,2154.43,5 x 20,2005.73,2314.15,2159.94,308.4200000000001
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4300.0,-7.45,-0.002,0.51111,0.00104,33.50792,-1.61254,0.28265,0.21259,165.0,2154.09,8 x 11,2004.03,2315.39,2159.71,311.3599999999999
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4305.0,-2.45,-0.001,0.50365,0.00107,33.50792,-1.57501,0.093,0.20764,163.0,2153.83,9 x 3,2002.39,2316.71,2159.55,314.31999999999994
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4310.0,2.55,0.001,0.49619,0.00108,33.50792,-1.57541,0.0,0.20769,196.0,2153.64,2 x 5,2000.83,2318.12,2159.475,317.28999999999996
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4315.0,7.55,0.002,0.48873,0.00107,33.50792,-1.61374,0.0,0.21275,174.0,2153.52,9 x 8,1999.33,2319.6,2159.465,320.27
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4320.0,12.55,0.003,0.48128,0.00103,33.50792,-1.68999,0.0,0.2228,207.0,2153.48,8 x 11,1997.91,2321.16,2159.535,323.2499999999998
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4325.0,17.55,0.004,0.47383,0.00097,33.50792,-1.80417,0.0,0.23785,163.0,2153.51,1 x 18,1996.56,2322.8,2159.6800000000003,326.24000000000024
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4330.0,22.55,0.005,0.4664,0.00091,33.50792,-1.95627,0.0,0.25791,204.0,2153.62,1 x 14,1995.29,2324.51,2159.9,329.22000000000025
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4335.0,27.55,0.006,0.45898,0.00083,33.50792,-2.14631,0.0,0.28296,178.0,2153.8,1 x 11,1994.08,2326.31,2160.1949999999997,332.23
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4340.0,32.55,0.008,0.45158,0.00076,33.50792,-2.37426,0.0,0.31301,184.0,2154.05,9 x 7,1992.95,2328.17,2160.56,335.22
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4345.0,37.55,0.009,0.4442,0.00069,33.50792,-2.64015,0.0,0.34806,219.0,2154.38,5 x 3,1991.9,2330.12,2161.01,338.2199999999998
2023-10-03,SPX,4307.45,2023-10-03,Daily,0.6,4350.0,42.55,0.01,0.43684,0.00062,33.50792,-2.94396,0.0,0.38812,151.0,2154.78,1 x 8,1990.91,2332.14,2161.525,341.2299999999998
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4200.0,-107.45,-0.025,0.56531,6e-05,81.78638,-4.26311,9.51365,1.3718,137.0,2170.43,2 x 17,2020.02,2332.04,2176.0299999999997,312.02
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4210.0,-97.45,-0.023,0.55929,7e-05,81.78638,-3.62636,8.65753,1.1669,109.0,2168.32,10 x 19,2016.92,2331.08,2174.0,314.15999999999985
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4220.0,-87.45,-0.02,0.55326,9e-05,81.78638,-3.05177,7.79469,0.98201,161.0,2166.32,2 x 12,2013.93,2330.23,2172.08,316.29999999999995
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4230.0,-77.45,-0.018,0.54721,0.0001,81.78638,-2.53933,6.92535,0.81712,153.0,2164.43,2 x 20,2011.05,2329.51,2170.28,318.46000000000026
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4240.0,-67.45,-0.016,0.54114,0.00013,81.78638,-2.08905,6.04976,0.67222,154.0,2162.66,5 x 16,2008.27,2328.92,2168.5950000000003,320.6500000000001
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4250.0,-57.45,-0.013,0.53506,0.00016,81.78638,-1.70092,5.16815,0.54733,137.0,2161.0,4 x 17,2005.6,2328.45,2167.0249999999996,322.8499999999999
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4260.0,-47.45,-0.011,0.52897,0.0002,81.78638,-1.37494,4.28079,0.44243,126.0,2159.46,2 x 12,2003.03,2328.1,2165.565,325.06999999999994
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4270.0,-37.45,-0.009,0.52288,0.00025,81.78638,-1.11111,3.38793,0.35754,121.0,2158.03,3 x 9,2000.58,2327.88,2164.23,327.3000000000002
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4280.0,-27.45,-0.006,0.51677,0.00031,81.78638,-0.90944,2.48983,0.29264,136.0,2156.72,10 x 15,1998.23,2327.78,2163.005,329.5500000000002
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4290.0,-17.45,-0.004,0.51066,0.00036,81.78638,-0.76992,1.58675,0.24775,120.0,2155.53,1 x 2,1995.99,2327.81,2161.9,331.81999999999994
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4300.0,-7.45,-0.002,0.50455,0.00041,81.78638,-0.69256,0.67895,0.22285,123.0,2154.45,6 x 12,1993.87,2327.96,2160.915,334.09000000000015
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4310.0,2.55,0.001,0.49844,0.00042,81.78638,-0.67735,0.0,0.21796,144.0,2153.49,1 x 15,1991.86,2328.24,2160.0499999999997,336.3799999999999
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4320.0,12.55,0.003,0.49233,0.0004,81.78638,-0.72429,0.0,0.23307,144.0,2152.65,1 x 10,1989.95,2328.65,2159.3,338.70000000000005
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4330.0,22.55,0.005,0.48622,0.00035,81.78638,-0.83339,0.0,0.26817,118.0,2151.93,10 x 5,1988.16,2329.18,2158.67,341.01999999999975
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4340.0,32.55,0.008,0.48011,0.00029,81.78638,-1.00464,0.0,0.32328,135.0,2151.32,6 x 6,1986.48,2329.84,2158.16,343.3600000000001
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4350.0,42.55,0.01,0.47401,0.00024,81.78638,-1.23805,0.0,0.39838,160.0,2150.84,8 x 20,1984.92,2330.63,2157.775,345.71000000000004
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4360.0,52.55,0.012,0.46792,0.00019,81.78638,-1.5336,0.0,0.49349,133.0,2150.47,3 x 12,1983.46,2331.54,2157.5,348.0799999999999
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4370.0,62.55,0.015,0.46183,0.00016,81.78638,-1.89132,0.0,0.60859,156.0,2150.22,9 x 11,1982.12,2332.58,2157.35,350.46000000000004
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4380.0,72.55,0.017,0.45576,0.00013,81.78638,-2.31118,0.0,0.7437,124.0,2150.09,9 x 14,1980.89,2333.74,2157.315,352.8499999999997
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4390.0,82.55,0.019,0.4497,0.00011,81.78638,-2.7932,0.0,0.89881,115.0,2150.08,1 x 18,1979.77,2335.03,2157.4,355.2600000000002
2023-10-06,SPX,4307.45,2023-10-06,Weekly,3.6,4400.0,92.55,0.021,0.44366,9e-05,81.78638,-3.33737,0.0,1.07391,160.0,2150.18,6 x 8,1978.77,2336.45,2157.6099999999997,357.67999999999984
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4100.0,-207.45,-0.048,0.5556,1e-05,185.79603,-6.21447,35.19389,4.5428,28.0,2203.94,4 x 5,2002.79,2425.28,2214.035,422.49000000000024
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4125.0,-182.45,-0.042,0.54894,1e-05,185.79603,-4.88105,31.17049,3.56806,26.0,2196.91,10 x 9,1995.2,2419.01,2207.105,423.8100000000002
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4150.0,-157.45,-0.037,0.54227,1e-05,185.79603,-3.71862,27.08448,2.71833,26.0,2190.15,5 x 13,1987.85,2413.03,2200.44,425.1800000000003
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4175.0,-132.45,-0.031,0.53558,2e-05,185.79603,-2.7272,22.93717,1.99359,29.0,2183.64,2 x 7,1980.75,2407.32,2194.035,426.57000000000016
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4200.0,-107.45,-0.025,0.52888,3e-05,185.79603,-1.90677,18.72992,1.39385,26.0,2177.41,4 x 2,1973.9,2401.91,2187.9049999999997,428.00999999999976
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4225.0,-82.45,-0.019,0.52217,4e-05,185.79603,-1.25734,14.46415,0.91912,33.0,2171.45,4 x 16,1967.29,2396.79,2182.04,429.5
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4250.0,-57.45,-0.013,0.51545,7e-05,185.79603,-0.77891,10.14132,0.56938,35.0,2165.76,2 x 10,1960.94,2391.96,2176.45,431.02
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4275.0,-32.45,-0.008,0.50873,0.00012,185.79603,-0.47147,5.76294,0.34465,25.0,2160.34,9 x 8,1954.85,2387.43,2171.14,432.5799999999999
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4300.0,-7.45,-0.002,0.502,0.00016,185.79603,-0.33503,1.33056,0.24491,26.0,2155.2,9 x 19,1949.01,2383.2,2166.105,434.1899999999998
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4325.0,17.55,0.004,0.49528,0.00015,185.79603,-0.36959,0.0,0.27018,31.0,2150.34,9 x 15,1943.43,2379.27,2161.35,435.8399999999999
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4350.0,42.55,0.01,0.48855,0.0001,185.79603,-0.57515,0.0,0.42044,29.0,2145.76,7 x 5,1938.12,2375.65,2156.885,437.5300000000002
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4375.0,67.55,0.016,0.48183,6e-05,185.79603,-0.95171,0.0,0.6957,35.0,2141.46,5 x 12,1933.06,2372.33,2152.6949999999997,439.27
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4400.0,92.55,0.021,0.47511,4e-05,185.79603,-1.49926,0.0,1.09597,30.0,2137.45,9 x 15,1928.27,2369.32,2148.795,441.0500000000002
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4425.0,117.55,0.027,0.46841,3e-05,185.79603,-2.21782,0.0,1.62123,31.0,2133.72,9 x 16,1923.74,2366.61,2145.175,442.8700000000001
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4450.0,142.55,0.033,0.46171,2e-05,185.79603,-3.10737,0.0,2.2715,25.0,2130.27,2 x 16,1919.47,2364.22,2141.845,444.7499999999998
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4475.0,167.55,0.039,0.45503,1e-05,185.79603,-4.16791,0.0,3.04676,33.0,2127.11,3 x 19,1915.47,2362.13,2138.8,446.6600000000001
2023-10-21,SPX,4307.45,2023-10-21,Monthly,18.6,4500.0,192.55,0.045,0.44837,1e-05,185.79603,-5.39946,0.0,3.94702,28.0,2124.24,7 x 16,1911.74,2360.36,2136.05,448.6200000000001
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4250.0,-56.11,-0.013,0.58302,0.00038,33.47827,-3.95934,2.085,0.52184,210.0,2159.8,7 x 16,2022.88,2306.0,2164.44,283.1199999999999
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4255.0,-51.11,-0.012,0.57574,0.00043,33.47827,-3.55261,1.90443,0.46823,212.0,2158.83,1 x 4,2020.59,2306.53,2163.56,285.9400000000003
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4260.0,-46.11,-0.011,0.56843,0.00048,33.47827,-3.18381,1.72259,0.41963,154.0,2157.94,2 x 14,2018.37,2307.15,2162.76,288.7800000000002
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4265.0,-41.11,-0.01,0.56109,0.00054,33.47827,-2.85295,1.53957,0.37602,204.0,2157.11,4 x 3,2016.21,2307.85,2162.0299999999997,291.6399999999999
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4270.0,-36.11,-0.008,0.55372,0.00061,33.47827,-2.56003,1.35544,0.33741,163.0,2156.35,4 x 6,2014.12,2308.63,2161.375,294.5100000000002
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4275.0,-31.11,-0.007,0.54633,0.00069,33.47827,-2.30504,1.17028,0.3038,206.0,2155.67,6 x 12,2012.09,2309.49,2160.79,297.39999999999986
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4280.0,-26.11,-0.006,0.53891,0.00077,33.47827,-2.08799,0.98416,0.2752,188.0,2155.06,6 x 12,2010.13,2310.44,2160.285,300.30999999999995
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4285.0,-21.11,-0.005,0.53148,0.00085,33.47827,-1.90888,0.79716,0.25159,205.0,2154.52,6 x 6,2008.23,2311.46,2159.8450000000003,303.23
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4290.0,-16.11,-0.004,0.52404,0.00093,33.47827,-1.7677,0.60937,0.23298,158.0,2154.05,7 x 9,2006.41,2312.56,2159.485,306.14999999999986
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4295.0,-11.11,-0.003,0.51658,0.001,33.47827,-1.66445,0.42087,0.21938,221.0,2153.66,10 x 10,2004.65,2313.75,2159.2,309.0999999999999
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4300.0,-6.11,-0.001,0.50912,0.00105,33.47827,-1.59915,0.23174,0.21077,219.0,2153.34,10 x 3,2002.96,2315.01,2158.985,312.0500000000002
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4305.0,-1.11,-0.0,0.50165,0.00108,33.47827,-1.57178,0.04207,0.20716,203.0,2153.1,6 x 20,2001.34,2316.36,2158.85,315.0200000000002
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4310.0,3.89,0.001,0.49419,0.00108,33.47827,-1.58235,0.0,0.20855,167.0,2152.93,9 x 4,1999.8,2317.78,2158.79,317.98000000000025
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4315.0,8.89,0.002,0.48672,0.00106,33.47827,-1.63085,0.0,0.21495,222.0,2152.83,10 x 1,1998.32,2319.29,2158.805,320.97
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4320.0,13.89,0.003,0.47926,0.00102,33.47827,-1.71729,0.0,0.22634,210.0,2152.81,8 x 3,1996.92,2320.87,2158.895,323.9499999999998
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4325.0,18.89,0.004,0.47181,0.00096,33.47827,-1.84166,0.0,0.24273,162.0,2152.86,5 x 7,1995.59,2322.53,2159.06,326.9400000000003
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4330.0,23.89,0.006,0.46438,0.00089,33.47827,-2.00397,0.0,0.26412,203.0,2152.99,9 x 10,1994.34,2324.27,2159.305,329.93000000000006
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4335.0,28.89,0.007,0.45696,0.00081,33.47827,-2.20422,0.0,0.29052,215.0,2153.19,8 x 7,1993.15,2326.08,2159.615,332.92999999999984
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4340.0,33.89,0.008,0.44955,0.00074,33.47827,-2.4424,0.0,0.32191,172.0,2153.47,3 x 14,1992.04,2327.97,2160.005,335.92999999999984
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4345.0,38.89,0.009,0.44217,0.00067,33.47827,-2.71852,0.0,0.3583,166.0,2153.81,6 x 19,1991.0,2329.94,2160.4700000000003,338.94000000000005
2023-10-03,SPX,4306.11,2023-10-03,Daily,0.59,4350.0,43.89,0.01,0.43482,0.00061,33.47827,-3.03258,0.0,0.39969,162.0,2154.23,2 x 17,1990.04,2331.98,2161.01,341.94000000000005
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4200.0,-106.11,-0.025,0.56453,6e-05,81.75306,-4.17329,9.39838,1.34318,131.0,2169.47,9 x 11,2018.98,2331.18,2175.08,312.1999999999998
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4210.0,-96.11,-0.022,0.55851,7e-05,81.75306,-3.545,8.54145,1.14097,117.0,2167.37,10 x 3,2015.9,2330.23,2173.065,314.3299999999999
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4220.0,-86.11,-0.02,0.55247,9e-05,81.75306,-2.97886,7.67782,0.95875,139.0,2165.39,9 x 3,2012.92,2329.4,2171.16,316.48
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4230.0,-76.11,-0.018,0.54641,0.00011,81.75306,-2.47486,6.80773,0.79654,134.0,2163.52,9 x 3,2010.05,2328.7,2169.375,318.64999999999986
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4240.0,-66.11,-0.015,0.54034,0.00013,81.75306,-2.033,5.93141,0.65433,122.0,2161.76,5 x 6,2007.29,2328.12,2167.705,320.8299999999999
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4250.0,-56.11,-0.013,0.53426,0.00016,81.75306,-1.65327,5.04911,0.53211,122.0,2160.12,8 x 12,2004.63,2327.67,2166.15,323.03999999999996
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4260.0,-46.11,-0.011,0.52817,0.00021,81.75306,-1.33569,4.16109,0.4299,148.0,2158.59,5 x 17,2002.08,2327.33,2164.705,325.25
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4270.0,-36.11,-0.008,0.52207,0.00026,81.75306,-1.08025,3.2676,0.34768,153.0,2157.18,10 x 14,1999.64,2327.13,2163.385,327.49
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4280.0,-26.11,-0.006,0.51596,0.00031,81.75306,-0.88695,2.3689,0.28547,159.0,2155.88,1 x 12,1997.31,2327.05,2162.1800000000003,329.74000000000024
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4290.0,-16.11,-0.004,0.50985,0.00037,81.75306,-0.75579,1.46525,0.24325,127.0,2154.7,9 x 7,1995.09,2327.09,2161.09,332.0000000000002
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4300.0,-6.11,-0.001,0.50374,0.00041,81.75306,-0.68676,0.55693,0.22104,162.0,2153.64,9 x 16,1992.98,2327.26,2160.12,334.2800000000002
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4310.0,3.89,0.001,0.49762,0.00042,81.75306,-0.67988,0.0,0.21882,148.0,2152.7,6 x 1,1990.98,2327.56,2159.27,336.5799999999999
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4320.0,13.89,0.003,0.4915,0.00039,81.75306,-0.73514,0.0,0.23661,119.0,2151.88,7 x 17,1989.09,2327.99,2158.54,338.89999999999986
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4330.0,23.89,0.006,0.48539,0.00034,81.75306,-0.85254,0.0,0.27439,128.0,2151.17,10 x 18,1987.31,2328.54,2157.925,341.23
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4340.0,33.89,0.008,0.47928,0.00028,81.75306,-1.03208,0.0,0.33218,163.0,2150.58,9 x 7,1985.65,2329.21,2157.4300000000003,343.55999999999995
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4350.0,43.89,0.01,0.47318,0.00023,81.75306,-1.27376,0.0,0.40996,161.0,2150.11,9 x 2,1984.1,2330.02,2157.06,345.9200000000001
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4360.0,53.89,0.013,0.46709,0.00019,81.75306,-1.57758,0.0,0.50775,134.0,2149.76,5 x 5,1982.66,2330.95,2156.805,348.28999999999974
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4370.0,63.89,0.015,0.461,0.00015,81.75306,-1.94354,0.0,0.62553,149.0,2149.53,10 x 2,1981.33,2332.0,2156.665,350.6700000000001
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4380.0,73.89,0.017,0.45493,0.00013,81.75306,-2.37164,0.0,0.76332,147.0,2149.41,1 x 4,1980.12,2333.18,2156.6499999999996,353.05999999999995
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4390.0,83.89,0.019,0.44887,0.00011,81.75306,-2.86188,0.0,0.92111,146.0,2149.42,3 x 7,1979.02,2334.49,2156.755,355.4699999999998
2023-10-06,SPX,4306.11,2023-10-06,Weekly,3.59,4400.0,93.89,0.022,0.44283,9e-05,81.75306,-3.41426,0.0,1.09889,156.0,2149.54,9 x 19,1978.03,2335.92,2156.975,357.8900000000001
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4100.0,-206.11,-0.048,0.55526,1e-05,185.73477,-6.13687,34.97882,4.48739,22.0,2202.88,4 x 13,2001.78,2424.2,2212.99,422.41999999999985
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4125.0,-181.11,-0.042,0.5486,1e-05,185.73477,-4.813,30.95223,3.51935,25.0,2195.87,9 x 2,1994.2,2417.94,2206.07,423.74
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4150.0,-156.11,-0.036,0.54193,1e-05,185.73477,-3.66008,26.86308,2.67631,23.0,2189.12,7 x 19,1986.86,2411.97,2199.415,425.1099999999999
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4175.0,-131.11,-0.03,0.53524,2e-05,185.73477,-2.67811,22.71268,1.95828,33.0,2182.63,1 x 20,1979.77,2406.28,2193.025,426.5100000000002
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4200.0,-106.11,-0.025,0.52853,3e-05,185.73477,-1.86708,18.5024,1.36524,33.0,2176.42,6 x 14,1972.93,2400.89,2186.91,427.9599999999998
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4225.0,-81.11,-0.019,0.52182,4e-05,185.73477,-1.227,14.23365,0.8972,34.0,2170.47,7 x 4,1966.34,2395.78,2181.06,429.4400000000003
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4250.0,-56.11,-0.013,0.5151,7e-05,185.73477,-0.75787,9.90791,0.55417,35.0,2164.79,1 x 16,1960.01,2390.97,2175.49,430.9599999999998
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4275.0,-31.11,-0.007,0.50837,0.00012,185.73477,-0.45969,5.52667,0.33613,28.0,2159.39,6 x 18,1953.93,2386.46,2170.195,432.53
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4300.0,-6.11,-0.001,0.50164,0.00017,185.73477,-0.33245,1.0915,0.24309,35.0,2154.26,8 x 10,1948.1,2382.24,2165.17,434.1399999999999
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4325.0,18.89,0.004,0.49491,0.00015,185.73477,-0.37616,0.0,0.27506,26.0,2149.42,3 x 16,1942.54,2378.33,2160.435,435.78999999999996
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4350.0,43.89,0.01,0.48819,9e-05,185.73477,-0.59082,0.0,0.43202,31.0,2144.85,3 x 5,1937.23,2374.72,2155.975,437.4899999999998
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4375.0,68.89,0.016,0.48146,6e-05,185.73477,-0.97643,0.0,0.71398,35.0,2140.57,9 x 20,1932.19,2371.42,2151.8050000000003,439.23
2023-10-21,SPX,4306.11,2023-10-21,Monthly,18.59,4400.0,93.89,0.022,0.47475,4e-05,185.73477,-1.53299,0.0,1.12095,30.0,2136.57,9 x 14,1927.41,2368.42,2147.915,441.01
